,Pos1,Pos2,iswall,NextNum,UpX,UpY,DownX,DownY,LeftX,LeftY,RightX,RightY
534,20,22,1,0,0,0,0,0,0,0,0,0
535,20,23,1,0,0,0,0,0,0,0,0,0
536,20,24,1,0,0,0,0,0,0,0,0,0
537,20,25,1,0,0,0,0,0,0,0,0,0
538,20,26,0,2,0,0,0,0,19,26,21,26
539,20,27,1,0,0,0,0,0,0,0,0,0
540,21,1,1,0,0,0,0,0,0,0,0,0
541,21,2,0,2,0,0,0,0,20,2,22,2
542,21,3,1,0,0,0,0,0,0,0,0,0
543,21,4,1,0,0,0,0,0,0,0,0,0
544,21,5,1,0,0,0,0,0,0,0,0,0
545,21,6,0,2,0,0,0,0,20,6,22,6
546,21,7,1,0,0,0,0,0,0,0,0,0
547,21,8,1,0,0,0,0,0,0,0,0,0
548,21,9,1,0,0,0,0,0,0,0,0,0
549,21,10,1,0,0,0,0,0,0,0,0,0
550,21,11,1,0,0,0,0,0,0,0,0,0
551,21,12,1,0,0,0,0,0,0,0,0,0
552,21,13,1,0,0,0,0,0,0,0,0,0
553,21,14,0,2,0,0,0,0,20,14,22,14
554,21,15,1,0,0,0,0,0,0,0,0,0
555,21,16,1,0,0,0,0,0,0,0,0,0
556,21,17,1,0,0,0,0,0,0,0,0,0
557,21,18,0,2,0,0,0,0,20,18,22,18
558,21,19,1,0,0,0,0,0,0,0,0,0
559,21,20,1,0,0,0,0,0,0,0,0,0
560,21,21,0,2,0,0,0,0,20,21,22,21
561,21,22,1,0,0,0,0,0,0,0,0,0
562,21,23,1,0,0,0,0,0,0,0,0,0
563,21,24,1,0,0,0,0,0,0,0,0,0
564,21,25,1,0,0,0,0,0,0,0,0,0
565,21,26,0,2,0,0,0,0,20,26,22,26
566,21,27,1,0,0,0,0,0,0,0,0,0
567,22,1,1,0,0,0,0,0,0,0,0,0
568,22,2,0,3,0,0,22,3,21,2,23,2
569,22,3,0,2,22,2,22,4,0,0,0,0
570,22,4,0,2,22,3,22,5,0,0,0,0
571,22,5,0,2,22,4,22,6,0,0,0,0
572,22,6,0,4,22,5,22,7,21,6,23,6
573,22,7,0,2,22,6,22,8,0,0,0,0
574,22,8,0,2,22,7,22,9,0,0,0,0
575,22,9,0,3,22,8,22,10,0,0,23,9
576,22,10,0,2,22,9,22,11,0,0,0,0
577,22,11,0,2,22,10,22,12,0,0,0,0
578,22,12,0,2,22,11,22,13,0,0,0,0
579,22,13,0,2,22,12,22,14,0,0,0,0
580,22,14,0,4,22,13,22,15,21,14,23,14
581,22,15,0,2,22,14,22,16,0,0,0,0
582,22,16,0,2,22,15,22,17,0,0,0,0
583,22,17,0,2,22,16,22,18,0,0,0,0
584,22,18,0,4,22,17,22,19,21,18,23,18
585,22,19,0,2,22,18,22,20,0,0,0,0
586,22,20,0,2,22,19,22,21,0,0,0,0
587,22,21,0,3,22,20,22,22,21,21,0,0
588,22,22,0,2,22,21,22,23,0,0,0,0
589,22,23,0,2,22,22,22,24,0,0,0,0
590,22,24,0,2,22,23,0,0,0,0,23,24
591,22,25,1,0,0,0,0,0,0,0,0,0
592,22,26,0,2,0,0,0,0,21,26,23,26
593,22,27,1,0,0,0,0,0,0,0,0,0
594,23,1,1,0,0,0,0,0,0,0,0,0
595,23,2,0,2,0,0,0,0,22,2,24,2
596,23,3,1,0,0,0,0,0,0,0,0,0
597,23,4,1,0,0,0,0,0,0,0,0,0
598,23,5,1,0,0,0,0,0,0,0,0,0
599,23,6,0,2,0,0,0,0,22,6,24,6
600,23,7,1,0,0,0,0,0,0,0,0,0
601,23,8,1,0,0,0,0,0,0,0,0,0
602,23,9,0,2,0,0,0,0,22,9,24,9
603,23,10,1,0,0,0,0,0,0,0,0,0
604,23,11,1,0,0,0,0,0,0,0,0,0
605,23,12,1,0,0,0,0,0,0,0,0,0
606,23,13,1,0,0,0,0,0,0,0,0,0
607,23,14,0,2,0,0,0,0,22,14,24,14
608,23,15,1,0,0,0,0,0,0,0,0,0
609,23,16,1,0,0,0,0,0,0,0,0,0
610,23,17,1,0,0,0,0,0,0,0,0,0
611,23,18,0,2,0,0,0,0,22,18,24,18
612,23,19,1,0,0,0,0,0,0,0,0,0
613,23,20,1,0,0,0,0,0,0,0,0,0
614,23,21,1,0,0,0,0,0,0,0,0,0
615,23,22,1,0,0,0,0,0,0,0,0,0
616,23,23,1,0,0,0,0,0,0,0,0,0
617,23,24,0,2,0,0,0,0,22,24,24,24
618,23,25,1,0,0,0,0,0,0,0,0,0
619,23,26,0,2,0,0,0,0,22,26,24,26
620,23,27,1,0,0,0,0,0,0,0,0,0
621,24,1,1,0,0,0,0,0,0,0,0,0
622,24,2,0,2,0,0,0,0,23,2,25,2
623,24,3,1,0,0,0,0,0,0,0,0,0
624,24,4,1,0,0,0,0,0,0,0,0,0
625,24,5,1,0,0,0,0,0,0,0,0,0
626,24,6,0,2,0,0,0,0,23,6,25,6
627,24,7,1,0,0,0,0,0,0,0,0,0
628,24,8,1,0,0,0,0,0,0,0,0,0
629,24,9,0,2,0,0,0,0,23,9,25,9
630,24,10,1,0,0,0,0,0,0,0,0,0
631,24,11,1,0,0,0,0,0,0,0,0,0
632,24,12,1,0,0,0,0,0,0,0,0,0
633,24,13,1,0,0,0,0,0,0,0,0,0
634,24,14,0,2,0,0,0,0,23,14,25,14
635,24,15,1,0,0,0,0,0,0,0,0,0
636,24,16,1,0,0,0,0,0,0,0,0,0
637,24,17,1,0,0,0,0,0,0,0,0,0
638,24,18,0,2,0,0,0,0,23,18,25,18
639,24,19,1,0,0,0,0,0,0,0,0,0
640,24,20,1,0,0,0,0,0,0,0,0,0
641,24,21,1,0,0,0,0,0,0,0,0,0
642,24,22,1,0,0,0,0,0,0,0,0,0
643,24,23,1,0,0,0,0,0,0,0,0,0
644,24,24,0,2,0,0,0,0,23,24,25,24
645,24,25,1,0,0,0,0,0,0,0,0,0
646,24,26,0,2,0,0,0,0,23,26,25,26
647,24,27,1,0,0,0,0,0,0,0,0,0
648,25,1,1,0,0,0,0,0,0,0,0,0
649,25,2,0,2,0,0,0,0,24,2,26,2
650,25,3,1,0,0,0,0,0,0,0,0,0
651,25,4,1,0,0,0,0,0,0,0,0,0
652,25,5,1,0,0,0,0,0,0,0,0,0
653,25,6,0,2,0,0,0,0,24,6,26,6
654,25,7,1,0,0,0,0,0,0,0,0,0
655,25,8,1,0,0,0,0,0,0,0,0,0
656,25,9,0,2,0,0,0,0,24,9,26,9
657,25,10,1,0,0,0,0,0,0,0,0,0
658,25,11,1,0,0,0,0,0,0,0,0,0
659,25,12,1,0,0,0,0,0,0,0,0,0
660,25,13,1,0,0,0,0,0,0,0,0,0
661,25,14,0,2,0,0,0,0,24,14,26,14
662,25,15,1,0,0,0,0,0,0,0,0,0
663,25,16,1,0,0,0,0,0,0,0,0,0
664,25,17,1,0,0,0,0,0,0,0,0,0
665,25,18,0,2,0,0,0,0,24,18,26,18
666,25,19,1,0,0,0,0,0,0,0,0,0
667,25,20,1,0,0,0,0,0,0,0,0,0
668,25,21,0,2,0,0,25,22,0,0,26,21
669,25,22,0,2,25,21,25,23,0,0,0,0
670,25,23,0,2,25,22,25,24,0,0,0,0
671,25,24,0,3,25,23,0,0,24,24,26,24
672,25,25,1,0,0,0,0,0,0,0,0,0
673,25,26,0,2,0,0,0,0,24,26,26,26
674,25,27,1,0,0,0,0,0,0,0,0,0
675,26,1,1,0,0,0,0,0,0,0,0,0
676,26,2,0,2,0,0,0,0,25,2,27,2
677,26,3,1,0,0,0,0,0,0,0,0,0
678,26,4,1,0,0,0,0,0,0,0,0,0
679,26,5,1,0,0,0,0,0,0,0,0,0
680,26,6,0,2,0,0,0,0,25,6,27,6
681,26,7,1,0,0,0,0,0,0,0,0,0
682,26,8,1,0,0,0,0,0,0,0,0,0
683,26,9,0,2,0,0,0,0,25,9,27,9
684,26,10,1,0,0,0,0,0,0,0,0,0
685,26,11,1,0,0,0,0,0,0,0,0,0
686,26,12,1,0,0,0,0,0,0,0,0,0
687,26,13,1,0,0,0,0,0,0,0,0,0
688,26,14,0,2,0,0,0,0,25,14,27,14
689,26,15,1,0,0,0,0,0,0,0,0,0
690,26,16,1,0,0,0,0,0,0,0,0,0
691,26,17,1,0,0,0,0,0,0,0,0,0
692,26,18,0,2,0,0,0,0,25,18,27,18
693,26,19,1,0,0,0,0,0,0,0,0,0
694,26,20,1,0,0,0,0,0,0,0,0,0
695,26,21,0,2,0,0,0,0,25,21,27,21
696,26,22,1,0,0,0,0,0,0,0,0,0
697,26,23,1,0,0,0,0,0,0,0,0,0
698,26,24,0,2,0,0,0,0,25,24,27,24
699,26,25,1,0,0,0,0,0,0,0,0,0
700,26,26,0,2,0,0,0,0,25,26,27,26
701,26,27,1,0,0,0,0,0,0,0,0,0
702,27,1,1,0,0,0,0,0,0,0,0,0
703,27,2,0,2,0,0,27,3,26,2,0,0
704,27,3,0,2,27,2,27,4,0,0,0,0
705,27,4,0,2,27,3,27,5,0,0,0,0
706,27,5,0,2,27,4,27,6,0,0,0,0
707,27,6,0,3,27,5,27,7,26,6,0,0
708,27,7,0,2,27,6,27,8,0,0,0,0
709,27,8,0,2,27,7,27,9,0,0,0,0
710,27,9,0,2,27,8,0,0,26,9,0,0
711,27,10,1,0,0,0,0,0,0,0,0,0
712,27,11,1,0,0,0,0,0,0,0,0,0
713,27,12,1,0,0,0,0,0,0,0,0,0
714,27,13,1,0,0,0,0,0,0,0,0,0
715,27,14,0,2,0,0,0,0,26,14,28,14
716,27,15,1,0,0,0,0,0,0,0,0,0
717,27,16,1,0,0,0,0,0,0,0,0,0
718,27,17,1,0,0,0,0,0,0,0,0,0
719,27,18,0,2,0,0,27,19,26,18,0,0
720,27,19,0,2,27,18,27,20,0,0,0,0
721,27,20,0,2,27,19,27,21,0,0,0,0
722,27,21,0,2,27,20,0,0,26,21,0,0
723,27,22,1,0,0,0,0,0,0,0,0,0
724,27,23,1,0,0,0,0,0,0,0,0,0
725,27,24,0,2,0,0,27,25,26,24,0,0
726,27,25,0,2,27,24,27,26,0,0,0,0
727,27,26,0,2,27,25,0,0,26,26,0,0
728,27,27,1,0,0,0,0,0,0,0,0,0
729,28,1,1,0,0,0,0,0,0,0,0,0
730,28,2,1,0,0,0,0,0,0,0,0,0
731,28,3,1,0,0,0,0,0,0,0,0,0
732,28,4,1,0,0,0,0,0,0,0,0,0
733,28,5,1,0,0,0,0,0,0,0,0,0
734,28,6,1,0,0,0,0,0,0,0,0,0
735,28,7,1,0,0,0,0,0,0,0,0,0
736,28,8,1,0,0,0,0,0,0,0,0,0
737,28,9,1,0,0,0,0,0,0,0,0,0
738,28,10,1,0,0,0,0,0,0,0,0,0
739,28,11,1,0,0,0,0,0,0,0,0,0
740,28,12,1,0,0,0,0,0,0,0,0,0
741,28,13,1,0,0,0,0,0,0,0,0,0
742,28,14,0,2,0,0,0,0,27,14,1,14
743,28,15,1,0,0,0,0,0,0,0,0,0
744,28,16,1,0,0,0,0,0,0,0,0,0
745,28,17,1,0,0,0,0,0,0,0,0,0
746,28,18,1,0,0,0,0,0,0,0,0,0
747,28,19,1,0,0,0,0,0,0,0,0,0
748,28,20,1,0,0,0,0,0,0,0,0,0
749,28,21,1,0,0,0,0,0,0,0,0,0
750,28,22,1,0,0,0,0,0,0,0,0,0
751,28,23,1,0,0,0,0,0,0,0,0,0
752,28,24,1,0,0,0,0,0,0,0,0,0
753,28,25,1,0,0,0,0,0,0,0,0,0
754,28,26,1,0,0,0,0,0,0,0,0,0
755,28,27,1,0,0,0,0,0,0,0,0,0
